path,ai_tool,vendor,host,platform,hidden,scope,category,sent_to_llm,approx_tokens,read_write,survives_compaction,cacheable,loaded_when,path_args,description,resolution,root_strategy
~/.claude/tasks/,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,Structured task JSON files,literal,cwd
~/.claude/sessions/,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,Session JSON files (keyed by port number),literal,cwd
~/.claude/paste-cache/,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,cache,no,0,rw,n/a,n/a,runtime,,Clipboard/paste history,literal,cwd
~/.claude/cache/,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,cache,no,0,rw,n/a,n/a,runtime,,General cache (changelog etc.),literal,cwd
~/.claude/backups/,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,Timestamped .claude.json backups,literal,cwd
~/.claude/download/,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,Downloads directory,literal,cwd
~/.claude/telemetry/,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,Telemetry data,literal,cwd
~/.claude/plugins/install-counts-cache.json,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,cache,no,0,rw,n/a,n/a,runtime,,Plugin install count cache,literal,cwd
~/.claude/*,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,Any file directly under ~/.claude/ (catch-all),literal,cwd
~/.claude/*/,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,Any subdirectory under ~/.claude/ (catch-all),literal,cwd
~/.claude/projects/{project}/memory/MEMORY.md,claude-code,anthropic,"cli,vscode",macos/linux,yes,project,memory,yes,100-3000,rw,yes,yes,every-call,{project}=path-with-slashes-to-hyphens,Auto-memory entrypoint (first 200 lines loaded),shadow,cwd
~/.claude/projects/{project}/memory/{topic}.md,claude-code,anthropic,"cli,vscode",macos/linux,yes,project,memory,on-demand,100-1000,rw,yes,yes,on-demand,"{project};{topic}=e.g. debugging,api-conventions",Topic-specific auto-memory files,shadow,cwd
~/.claude/projects/{project}/session-{timestamp}.jsonl,claude-code,anthropic,"cli,vscode",macos/linux,yes,session,transcript,no,0,rw,n/a,n/a,runtime,{project};{timestamp}=ISO-datetime,Full session transcript (JSON Lines),shadow,cwd
~/.claude/projects/{project}/{session}/subagents/agent-{hex}.jsonl,claude-code,anthropic,"cli,vscode",macos/linux,yes,session,transcript,no,0,write,n/a,n/a,runtime,{project};{session}=uuid;{hex}=7-char-hex,Subagent task transcript,shadow,cwd
~/.claude/projects/{project}/{session}/plans/*.md,claude-code,anthropic,"cli,vscode",macos/linux,yes,project,memory,on-demand,100-2000,rw,yes,yes,on-demand,{project};{session}=uuid,Session-specific plan files,shadow,cwd
~/.claude/projects/{project}/{session}/todos/*.json,claude-code,anthropic,"cli,vscode",macos/linux,yes,session,runtime,no,0,rw,n/a,n/a,runtime,{project};{session}=uuid,Todo list state per session,shadow,cwd
~/.claude/projects/{project}/sessions/,claude-code,anthropic,"cli,vscode",macos/linux,yes,project,runtime,no,0,rw,n/a,n/a,runtime,{project},Session state files,shadow,cwd
~/.claude/projects/{project}/transcripts/,claude-code,anthropic,"cli,vscode",macos/linux,yes,project,transcript,no,0,rw,n/a,n/a,runtime,{project},Full conversation transcripts,shadow,cwd
{project-root}/CLAUDE.md,claude-code,anthropic,"cli,vscode",all,no,project,instructions,yes,100-5000+,rw,yes,yes,every-call,,Project instructions (commit to git),recursive,cwd
{project-root}/CLAUDE.local.md,claude-code,anthropic,"cli,vscode",all,no,project,instructions,yes,100-1000,rw,yes,yes,every-call,,Personal project overrides (.gitignore'd),recursive,cwd
{parent}/CLAUDE.md,claude-code,anthropic,"cli,vscode",all,no,parent,instructions,yes,100-5000+,read,yes,yes,every-call,,Instructions from parent directories (traverses up to $HOME; monorepo support),parent,cwd
{parent}/CLAUDE.local.md,claude-code,anthropic,"cli,vscode",all,no,parent,instructions,yes,100-1000,read,yes,yes,every-call,,Local overrides from parent directories (traverses up to $HOME),parent,cwd
{project-root}/.claude/CLAUDE.md,claude-code,anthropic,"cli,vscode",all,yes,project,instructions,yes,100-5000+,rw,yes,yes,every-call,,Alternative project instructions location,recursive,cwd
{project-root}/.claude/settings.json,claude-code,anthropic,"cli,vscode",all,yes,project,config,no,0,rw,n/a,n/a,session-start,,"Project settings (shared, committed)",recursive,cwd
{project-root}/.claude/settings.local.json,claude-code,anthropic,"cli,vscode",all,yes,project,config,no,0,rw,n/a,n/a,session-start,,Personal project settings (not committed),recursive,cwd
{project-root}/.claude/commands/{command}.md,claude-code,anthropic,"cli,vscode",all,yes,project,commands,on-demand,50-500,rw,n/a,n/a,on-invoke,{command},Project slash commands,recursive,cwd
{project-root}/.claude/skills/{skill}/SKILL.md,claude-code,anthropic,"cli,vscode",all,yes,project,skills,partial,50-100,rw,yes,yes,description-always;body-on-demand,{skill},Project skills,recursive,cwd
{project-root}/.claude/agents/{agent}.md,claude-code,anthropic,"cli,vscode",all,yes,project,agent,yes,200-500,rw,yes,yes,every-call,"{agent}=e.g. code-reviewer,security-auditor",Subagent persona definitions,recursive,cwd
{project-root}/.claude/rules/{rule}.md,claude-code,anthropic,"cli,vscode",all,yes,project,rules,conditional,50-500,rw,yes,yes,on-file-match,{rule},Modular instruction files (glob-matched),recursive,cwd
{project-root}/.mcp.json,claude-code,anthropic,"cli,vscode",all,yes,project,config,no,0,rw,n/a,n/a,session-start,,Project-level MCP server configuration,recursive,cwd
{project-root}/.claude/plans/*.md,claude-code,anthropic,"cli,vscode",all,yes,project,memory,on-demand,100-2000,rw,yes,yes,on-demand,,Project-local plan files (active implementation plans),recursive,cwd
{project-root}/.claude/hooks/*.sh,claude-code,anthropic,"cli,vscode",all,yes,project,hooks,no,0,rw,n/a,n/a,on-hook-trigger,,Project-local lifecycle hook scripts,recursive,cwd
{project-root}/.claude/hooks/hooks.json,claude-code,anthropic,"cli,vscode",all,yes,project,hooks,no,0,rw,n/a,n/a,session-start,,Declarative hook definitions,recursive,cwd
{project-root}/.claude/worktrees/,claude-code,anthropic,"cli,vscode",all,yes,project,runtime,no,0,rw,n/a,n/a,runtime,,Worktree management data,recursive,cwd
{project-root}/.claude/launch.json,claude-code,anthropic,"cli,vscode",all,yes,project,config,no,0,rw,n/a,n/a,session-start,,Dev server launch configurations,recursive,cwd
{project-root}/.claudeignore,claude-code,anthropic,"cli,vscode",all,yes,project,ignore,no,0,read,n/a,n/a,session-start,,Files to exclude from Claude Code access (buggy enforcement),recursive,cwd
/Library/Application Support/ClaudeCode/managed-settings.json,claude-code,anthropic,"cli,vscode",macos,no,global,config,no,0,read,n/a,n/a,session-start,,Managed/enterprise settings,literal,cwd
/Library/Application Support/ClaudeCode/CLAUDE.md,claude-code,anthropic,"cli,vscode",macos,no,global,instructions,yes,100-2000,read,yes,yes,every-call,,Managed/enterprise instructions,literal,cwd
/etc/claude-code/managed-settings.json,claude-code,anthropic,"cli,vscode",linux,no,global,config,no,0,read,n/a,n/a,session-start,,Managed/enterprise settings,literal,cwd
/etc/claude-code/CLAUDE.md,claude-code,anthropic,"cli,vscode",linux,no,global,instructions,yes,100-2000,read,yes,yes,every-call,,Managed/enterprise instructions,literal,cwd
/tmp/claude-{user}/{project}/{session}/scratchpad/,claude-code,anthropic,"cli,vscode",macos/linux,no,session,temp,no,0,rw,no,no,runtime,{user};{project};{session}=uuid,Per-session scratchpad directory,shadow,cwd
tmpclaude-{hex}-cwd,claude-code,anthropic,"cli,vscode",all,no,session,temp,no,0,rw,no,no,per-bash-call,{hex}=4-char-hex,CWD tracking file (BUG: drops in project root),literal,cwd
{project-root}/tmp/attachments/,claude-code,anthropic,"cli,vscode",all,no,session,temp,no,0,write,no,no,session-start,,Attachment staging dir (BUG: created in project root),rooted,cwd
/tmp/claude-{user}/tasks/{task}.output,claude-code,anthropic,"cli,vscode",macos/linux,no,session,temp,no,0,rw,no,no,runtime,{user};{task}=7-char-hex,Symlink to subagent task output,literal,cwd
~/.claude.json.backup,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,Backup of global state file,literal,cwd
~/.local/bin/claude,claude-code,anthropic,cli,macos/linux,no,global,runtime,no,0,read,n/a,n/a,runtime,,Symlink to active Claude Code binary,literal,none
~/.local/share/claude/versions/,claude-code,anthropic,cli,macos/linux,no,global,runtime,no,0,read,n/a,n/a,runtime,,All installed binary versions (~1.1 GB),literal,none
~/.local/state/claude/locks/,claude-code,anthropic,cli,macos/linux,no,global,runtime,no,0,rw,n/a,n/a,runtime,,Lock files for session/concurrency control,literal,none
~/.cache/claude/staging/,claude-code,anthropic,cli,macos/linux,no,global,cache,no,0,rw,n/a,n/a,runtime,,Staging directory for updates,literal,none
~/Library/Caches/claude-cli-nodejs/,claude-code,anthropic,cli,macos,no,global,cache,no,0,rw,n/a,n/a,runtime,,Node.js CLI cache (Cache.db; fsCachedData/),literal,none
~/Library/Application Support/ClaudeCode/,claude-code,anthropic,"cli,vscode",macos,no,global,runtime,no,0,rw,n/a,n/a,runtime,,Per-user app data directory,literal,none
~/Library/Caches/com.anthropic.claudefordesktop/,claude-desktop,anthropic,desktop,macos,no,global,cache,no,0,rw,n/a,n/a,runtime,,Desktop app cache,literal,none
~/Library/Caches/com.anthropic.claudefordesktop.ShipIt/,claude-desktop,anthropic,desktop,macos,no,global,cache,no,0,rw,n/a,n/a,runtime,,Auto-updater cache,literal,none
~/Library/Preferences/com.anthropic.claudefordesktop.plist,claude-desktop,anthropic,desktop,macos,no,global,config,no,0,rw,n/a,n/a,app-start,,Desktop app preferences,literal,none
~/Library/HTTPStorages/com.anthropic.claudefordesktop/,claude-desktop,anthropic,desktop,macos,no,global,runtime,no,0,rw,n/a,n/a,runtime,,HTTP storage/cookies,literal,none
~/.vscode/extensions/anthropic.claude-code-*/,claude-code,anthropic,vscode,macos/linux,no,global,extensions,no,0,read,n/a,n/a,app-start,,VS Code extension installation,literal,none
~/.claude-memory/memory.db,claude-code,anthropic,"cli,vscode",macos/linux,yes,global,database,no,0,rw,n/a,n/a,runtime,,SQLite memory database (community MCP server),literal,none
~/Library/Application Support/ChatGPT/,chatgpt-desktop,openai,desktop,macos,no,global,app-data,no,0,rw,n/a,n/a,app-start,,ChatGPT desktop app data,literal,none
~/.chatgpt/*.json,chatgpt-lencx,openai,desktop,macos/linux,yes,global,config,no,0,rw,n/a,n/a,app-start,,lencx/ChatGPT community desktop config,literal,none
~/.chatgpt/prompts.json,chatgpt-lencx,openai,desktop,macos/linux,yes,global,config,no,0,rw,n/a,n/a,app-start,,Saved slash commands/prompts,literal,none
~/.openai/.env,project-env,openai,any,all,yes,global,credentials,no,0,read,n/a,n/a,runtime,,OPENAI_API_KEY,literal,none
~/.openai/config.json,project-env,openai,any,all,yes,global,config,no,0,rw,n/a,n/a,runtime,,OpenAI API settings,literal,none
~/.codex/config.json,codex-cli,openai,cli,all,yes,global,config,no,0,rw,n/a,n/a,session-start,,Codex CLI configuration,literal,git-root
~/.codex/instructions.md,codex-cli,openai,cli,all,yes,global,instructions,yes,100-2000,rw,yes,yes,every-call,,Codex CLI custom instructions (now uses AGENTS.md),literal,git-root
~/.codex/*,codex-cli,openai,cli,all,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,Any file under ~/.codex/ (catch-all),literal,git-root
~/.gemini/GEMINI.md,gemini-cli,google,cli,macos/linux,yes,global,instructions,yes,100-2000,rw,yes,yes,every-call,,Global context/instructions for all projects,literal,git-root
~/.gemini/settings.json,gemini-cli,google,cli,macos/linux,yes,global,config,no,0,rw,n/a,n/a,session-start,,"CLI settings (model, MCP servers, context config)",literal,git-root
~/.gemini/memory/,gemini-cli,google,cli,macos/linux,yes,global,memory,on-demand,varies,rw,n/a,n/a,on-demand,,Persistent memory (via save_memory tool),literal,git-root
~/.gemini/extensions/{extension}/,gemini-cli,google,cli,macos/linux,yes,global,extensions,no,0,rw,n/a,n/a,session-start,{extension},Installed extension data,literal,git-root
~/.gemini/.geminiignore,gemini-cli,google,cli,macos/linux,yes,global,ignore,no,0,read,n/a,n/a,session-start,,Global ignore patterns,literal,git-root
{project-root}/GEMINI.md,gemini-cli,google,cli,all,no,project,instructions,yes,100-5000+,rw,yes,yes,every-call,,Project-specific context (primary),recursive,git-root
{project-root}/.geminiignore,gemini-cli,google,cli,all,yes,project,ignore,no,0,read,n/a,n/a,session-start,,Project-level ignore patterns,recursive,git-root
{subdirectory}/GEMINI.md,gemini-cli,google,cli,all,no,project,instructions,yes,100-2000,rw,yes,yes,on-file-access,{subdirectory},Component-specific instructions (recursive),recursive,git-root
~/.copilot/config.json,copilot-cli,github,cli,macos/linux,yes,global,config,no,0,rw,n/a,n/a,session-start,,"Core CLI settings (trusted folders, permissions)",literal,git-root
~/.copilot/mcp-config.json,copilot-cli,github,cli,macos/linux,yes,global,config,no,0,rw,n/a,n/a,session-start,,User-level MCP server configurations,literal,git-root
~/.copilot/copilot-instructions.md,copilot-cli,github,cli,macos/linux,yes,global,instructions,yes,100-2000,rw,yes,yes,every-call,,Global personal instructions,literal,git-root
$HOME/.copilot/copilot-instructions.md,copilot-cli,github,cli,all,yes,global,instructions,yes,100-2000,rw,yes,yes,every-call,,Global personal instructions (env var path),literal,git-root
~/.copilot/lsp-config.json,copilot-cli,github,cli,macos/linux,yes,global,config,no,0,rw,n/a,n/a,session-start,,Language server definitions,literal,git-root
~/.copilot/agents/{agent}.md,copilot-cli,github,cli,macos/linux,yes,global,agent,on-demand,200-500,rw,n/a,n/a,on-delegation,{agent},Custom agent definitions,literal,git-root
~/.copilot/hooks/,copilot-cli,github,cli,macos/linux,yes,global,hooks,no,0,rw,n/a,n/a,on-hook-trigger,,Global lifecycle hooks,literal,git-root
~/.copilot/command-history-state.json,copilot-cli,github,cli,macos/linux,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,Command history,literal,git-root
~/.copilot/permissions-config.json,copilot-cli,github,cli,macos/linux,yes,global,config,no,0,rw,n/a,n/a,session-start,,"Allowed tools, paths, and URLs",literal,git-root
~/.copilot/session-store.db,copilot-cli,github,cli,macos/linux,yes,global,database,no,0,rw,n/a,n/a,runtime,,SQLite DB of all past sessions,literal,git-root
~/.copilot/ide/,copilot-cli,github,cli,macos/linux,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,IDE connection lock files,literal,git-root
~/.copilot/pkg/,copilot-cli,github,cli,macos/linux,yes,global,runtime,no,0,read,n/a,n/a,runtime,,Installed CLI versions and bundled binaries,literal,git-root
~/.copilot/session-state/{session}/events.jsonl,copilot-cli,github,cli,macos/linux,yes,session,transcript,no,0,rw,n/a,n/a,runtime,{session}=uuid,Full session event log,literal,git-root
~/.copilot/session-state/{session}/workspace.yaml,copilot-cli,github,cli,macos/linux,yes,session,runtime,no,0,rw,n/a,n/a,runtime,{session}=uuid,Session metadata,literal,git-root
~/.copilot/session-state/{session}/plan.md,copilot-cli,github,cli,macos/linux,yes,session,runtime,no,0,rw,n/a,n/a,runtime,{session}=uuid,Implementation plan (if created),literal,git-root
~/.copilot/session-state/{session}/checkpoints/,copilot-cli,github,cli,macos/linux,yes,session,runtime,no,0,rw,n/a,n/a,on-compaction,{session}=uuid,Context compaction snapshots,literal,git-root
~/.copilot/session-state/{session}/inuse.{pid}.lock,copilot-cli,github,cli,macos/linux,yes,session,runtime,no,0,rw,n/a,n/a,runtime,{session}=uuid,Lock file showing which process owns this session,literal,git-root
~/.copilot/session-state/{session}/files/,copilot-cli,github,cli,macos/linux,yes,session,temp,no,0,rw,n/a,n/a,runtime,{session}=uuid,Persistent session artifacts,literal,git-root
~/.copilot/session-state/{session}/research/,copilot-cli,github,cli,macos/linux,yes,session,temp,no,0,rw,n/a,n/a,runtime,{session}=uuid,Research report outputs,literal,git-root
~/.copilot/*,copilot-cli,github,cli,macos/linux,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,Any file under ~/.copilot/ (catch-all),literal,git-root
~/.copilot/logs/,copilot-cli,github,cli,macos/linux,yes,global,logs,no,0,write,n/a,n/a,runtime,,Debug and error logs,literal,git-root
~/.config/gh/hosts.yml,copilot-cli,github,cli,macos/linux,yes,global,credentials,no,0,read,n/a,n/a,session-start,,GitHub CLI authentication tokens,literal,git-root
{project-root}/.github/copilot-instructions.md,copilot,github,"vscode,jetbrains,cli",all,yes,project,instructions,yes,100-5000,rw,yes,yes,every-call,,Repo-wide AI instructions,recursive,git-root
{project-root}/.github/instructions/*.instructions.md,copilot,github,"vscode,jetbrains,cli",all,yes,project,instructions,conditional,50-500,rw,yes,yes,on-file-match,applyTo glob in frontmatter,Path-specific instructions,recursive,git-root
{project-root}/.github/prompts/*.prompt.md,copilot,github,"vscode,jetbrains,cli",all,yes,project,commands,on-demand,100-1000,rw,n/a,n/a,on-invoke,,Reusable prompt templates,recursive,git-root
{project-root}/.github/git-commit-instructions.md,copilot,github,"vscode,jetbrains,cli",all,yes,project,instructions,conditional,50-300,rw,yes,yes,on-commit,,Commit message guidance,recursive,git-root
{project-root}/.github/hooks/*.json,copilot-cli,github,cli,all,yes,project,hooks,no,0,read,n/a,n/a,on-hook-trigger,,Lifecycle hook configurations,recursive,git-root
{project-root}/.github/lsp.json,copilot-cli,github,cli,all,yes,project,config,no,0,rw,n/a,n/a,session-start,,Repository-level LSP server configuration (Copilot CLI code intelligence),recursive,git-root
{project-root}/.github/copilot/settings.json,copilot-cli,github,cli,all,yes,project,config,no,0,rw,n/a,n/a,session-start,,Repo-level Copilot settings,recursive,git-root
{project-root}/.github/copilot/settings.local.json,copilot-cli,github,cli,all,yes,project,config,no,0,rw,n/a,n/a,session-start,,Personal repo overrides (not committed),recursive,git-root
{project-root}/.copilot/mcp-config.json,copilot-cli,github,cli,all,yes,project,config,no,0,rw,n/a,n/a,session-start,,Project-level MCP servers,recursive,git-root
{project-root}/AGENTS.md,copilot-cli,github,cli,all,no,project,instructions,yes,100-5000+,rw,yes,yes,every-call,,Cross-tool agent instructions (primary for Copilot CLI),recursive,git-root
~/Library/Application Support/Cursor/User/globalStorage/state.vscdb,cursor,cursor-inc,standalone,macos,no,global,database,no,0,rw,n/a,n/a,app-start,,SQLite settings database (all settings stored here),literal,workspace
~/Library/Application Support/Cursor/CachedData/{version}/,cursor,cursor-inc,standalone,macos,no,global,cache,no,0,rw,n/a,n/a,runtime,{version}=hash,Per-version cache (never auto-cleaned),literal,workspace
~/Library/Application Support/Cursor/User/workspaceStorage/{workspace}/,cursor,cursor-inc,standalone,macos,no,project,cache,no,0,rw,n/a,n/a,runtime,{workspace}=hash-of-absolute-path,Per-workspace storage (breaks if project moves),literal,workspace
~/.cursor/extensions/,cursor,cursor-inc,standalone,macos/linux,yes,global,extensions,no,0,rw,n/a,n/a,app-start,,Extension installations,literal,workspace
~/.cursor-server/,cursor,cursor-inc,standalone,macos/linux,yes,global,runtime,no,0,rw,n/a,n/a,runtime,,Remote SSH server installation,literal,workspace
{project-root}/.cursorrules,cursor,cursor-inc,standalone,all,yes,project,instructions,yes,100-5000+,rw,yes,yes,every-call,,Legacy project AI rules (injected into system prompt),recursive,workspace
{project-root}/.cursor/rules/*.md,cursor,cursor-inc,standalone,all,yes,project,rules,conditional,50-500,rw,yes,yes,on-file-match/always/mention,,Modern granular rule files (.md format),recursive,workspace
{project-root}/.cursor/rules/*.mdc,cursor,cursor-inc,standalone,all,yes,project,rules,conditional,50-500,rw,yes,yes,on-file-match/always/mention,,Legacy granular rule files (.mdc format — older Cursor versions),recursive,workspace
{project-root}/.cursorignore,cursor,cursor-inc,standalone,all,yes,project,ignore,no,0,read,n/a,n/a,session-start,,Files excluded from AI context/indexing,recursive,workspace
~/.codeium/windsurf/memories/global_rules.md,windsurf,codeium,standalone,macos/linux,yes,global,instructions,yes,100-2000,rw,yes,yes,every-call,,Global AI guidelines,literal,workspace
~/.codeium/windsurf/mcp_config.json,windsurf,codeium,standalone,macos/linux,yes,global,config,no,0,rw,n/a,n/a,app-start,,MCP server configuration,literal,workspace
~/.codeium/.codeiumignore,windsurf,codeium,standalone,macos/linux,yes,global,ignore,no,0,read,n/a,n/a,app-start,,Global ignore rules (enterprise),literal,workspace
{project-root}/.windsurfrules,windsurf,codeium,standalone,all,yes,project,instructions,yes,100-5000+,rw,yes,yes,every-call,,Legacy project-wide AI rules,recursive,workspace
